,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
116,41.0,0.0,6.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,6032.0,6.0,0.0,1.0,15.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,5.0,4.0,1.0,2.0
117,34.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,7756.0,0.0,1.0,0.0,17.0,3.0,3.0,80.0,0.0,7.0,1.0,2.0,6.0,2.0,0.0,4.0
118,36.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,6815.0,6.0,1.0,0.0,13.0,3.0,1.0,80.0,0.0,15.0,5.0,3.0,1.0,0.0,0.0,0.0
119,32.0,0.0,10.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,11244.0,2.0,1.0,0.0,25.0,4.0,2.0,80.0,0.0,10.0,5.0,4.0,5.0,2.0,0.0,0.0
120,40.0,0.0,2.0,1.0,2.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,6377.0,5.0,1.0,0.0,20.0,4.0,2.0,80.0,3.0,15.0,0.0,3.0,12.0,11.0,11.0,8.0
121,45.0,0.0,5.0,5.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,5769.0,1.0,0.0,1.0,14.0,3.0,1.0,80.0,0.0,10.0,3.0,3.0,10.0,7.0,1.0,4.0
122,29.0,0.0,5.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,4187.0,1.0,0.0,1.0,13.0,3.0,2.0,80.0,1.0,10.0,3.0,2.0,10.0,0.0,0.0,9.0
123,45.0,0.0,7.0,3.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,9724.0,2.0,1.0,0.0,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,0.0,0.0,0.0
124,36.0,0.0,12.0,4.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,4663.0,9.0,0.0,1.0,12.0,3.0,2.0,80.0,2.0,7.0,2.0,3.0,3.0,2.0,1.0,1.0
125,36.0,0.0,6.0,3.0,4.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,3210.0,0.0,1.0,0.0,11.0,3.0,3.0,80.0,1.0,16.0,4.0,3.0,15.0,13.0,10.0,11.0
126,36.0,0.0,18.0,1.0,2.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,2153.0,1.0,1.0,0.0,13.0,3.0,1.0,80.0,0.0,8.0,2.0,3.0,8.0,1.0,1.0,7.0
127,40.0,0.0,26.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,5605.0,1.0,1.0,0.0,11.0,3.0,1.0,80.0,1.0,20.0,2.0,3.0,20.0,7.0,2.0,13.0
128,51.0,0.0,3.0,3.0,4.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,13734.0,3.0,1.0,0.0,18.0,3.0,3.0,80.0,0.0,21.0,6.0,3.0,7.0,7.0,1.0,0.0
129,33.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,13458.0,1.0,0.0,1.0,12.0,3.0,3.0,80.0,0.0,15.0,1.0,3.0,15.0,14.0,8.0,12.0
130,30.0,0.0,23.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2613.0,1.0,1.0,0.0,25.0,4.0,3.0,80.0,3.0,10.0,2.0,2.0,10.0,7.0,0.0,9.0
131,54.0,0.0,22.0,5.0,2.0,1.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,17426.0,3.0,1.0,0.0,25.0,4.0,3.0,80.0,1.0,36.0,6.0,3.0,10.0,8.0,4.0,7.0
132,36.0,0.0,23.0,2.0,3.0,0.0,1.0,4.0,2.0,4.0,0.0,1.0,0.0,2571.0,4.0,1.0,0.0,17.0,3.0,3.0,80.0,1.0,17.0,3.0,3.0,5.0,2.0,0.0,3.0
133,24.0,0.0,23.0,3.0,2.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,2725.0,1.0,0.0,1.0,11.0,3.0,2.0,80.0,2.0,6.0,3.0,3.0,6.0,5.0,1.0,4.0
134,37.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,5163.0,5.0,1.0,0.0,14.0,3.0,4.0,80.0,1.0,17.0,2.0,4.0,1.0,0.0,0.0,0.0
135,40.0,0.0,16.0,4.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,5094.0,6.0,1.0,0.0,14.0,3.0,4.0,80.0,0.0,10.0,6.0,3.0,1.0,0.0,0.0,0.0
136,42.0,0.0,23.0,2.0,4.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,4332.0,1.0,1.0,0.0,12.0,3.0,4.0,80.0,0.0,20.0,2.0,3.0,20.0,9.0,3.0,7.0
137,30.0,0.0,24.0,1.0,4.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,2693.0,1.0,1.0,0.0,22.0,4.0,2.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0
138,30.0,0.0,2.0,4.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4968.0,0.0,1.0,0.0,16.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,0.0,7.0
139,55.0,0.0,20.0,2.0,2.0,0.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,5415.0,3.0,0.0,1.0,19.0,3.0,4.0,80.0,1.0,12.0,4.0,3.0,10.0,7.0,0.0,8.0
140,59.0,0.0,6.0,2.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,2267.0,8.0,1.0,0.0,17.0,3.0,4.0,80.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0
141,42.0,0.0,28.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,4523.0,0.0,1.0,0.0,11.0,3.0,4.0,80.0,3.0,7.0,4.0,4.0,6.0,5.0,0.0,4.0
142,32.0,0.0,10.0,3.0,4.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,5396.0,1.0,1.0,0.0,12.0,3.0,4.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,0.0,8.0
143,39.0,0.0,4.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,5042.0,0.0,1.0,0.0,13.0,3.0,4.0,80.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8.0
144,40.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,5.0,3.0,1.0,0.0,0.0,19436.0,0.0,1.0,0.0,19.0,3.0,4.0,80.0,1.0,22.0,5.0,3.0,21.0,7.0,3.0,9.0
145,40.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,13503.0,1.0,1.0,0.0,22.0,4.0,4.0,80.0,1.0,22.0,3.0,2.0,22.0,3.0,11.0,11.0
146,32.0,0.0,1.0,3.0,4.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,2314.0,0.0,1.0,0.0,12.0,3.0,2.0,80.0,1.0,4.0,2.0,3.0,3.0,0.0,0.0,2.0
147,46.0,0.0,13.0,4.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,5562.0,6.0,1.0,0.0,14.0,3.0,4.0,80.0,0.0,19.0,3.0,3.0,10.0,7.0,0.0,9.0
148,35.0,0.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,4425.0,5.0,1.0,0.0,11.0,3.0,4.0,80.0,0.0,10.0,5.0,3.0,6.0,2.0,1.0,2.0
149,33.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2799.0,3.0,0.0,1.0,11.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,3.0,2.0,0.0,2.0
150,54.0,0.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,0.0,1.0,0.0,17779.0,3.0,1.0,0.0,14.0,3.0,1.0,80.0,0.0,36.0,2.0,3.0,10.0,9.0,0.0,9.0
151,29.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,2720.0,1.0,1.0,0.0,18.0,3.0,4.0,80.0,1.0,10.0,5.0,3.0,10.0,7.0,2.0,8.0
152,40.0,0.0,19.0,2.0,3.0,0.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,2741.0,8.0,0.0,1.0,15.0,3.0,3.0,80.0,1.0,15.0,2.0,4.0,7.0,2.0,3.0,7.0
153,33.0,0.0,5.0,4.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,11878.0,6.0,1.0,0.0,11.0,3.0,2.0,80.0,2.0,12.0,2.0,3.0,10.0,6.0,8.0,8.0
154,41.0,0.0,10.0,3.0,4.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,17181.0,4.0,1.0,0.0,13.0,3.0,2.0,80.0,1.0,21.0,2.0,2.0,7.0,6.0,7.0,7.0
155,44.0,0.0,1.0,5.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,5743.0,4.0,0.0,1.0,11.0,3.0,3.0,80.0,0.0,14.0,3.0,3.0,10.0,7.0,0.0,2.0
156,60.0,0.0,7.0,3.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,0.0,19566.0,5.0,1.0,0.0,11.0,3.0,4.0,80.0,0.0,33.0,5.0,1.0,29.0,8.0,11.0,10.0
157,43.0,0.0,10.0,4.0,3.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,2455.0,0.0,1.0,0.0,19.0,3.0,1.0,80.0,0.0,9.0,5.0,3.0,8.0,7.0,1.0,7.0
158,32.0,0.0,2.0,2.0,4.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,4998.0,4.0,0.0,1.0,14.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,8.0,7.0,0.0,7.0
159,43.0,0.0,27.0,3.0,4.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,4876.0,5.0,1.0,0.0,12.0,3.0,3.0,80.0,1.0,8.0,0.0,3.0,6.0,4.0,0.0,2.0
160,27.0,0.0,2.0,4.0,1.0,1.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,4227.0,0.0,1.0,0.0,18.0,3.0,2.0,80.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0
161,34.0,0.0,2.0,3.0,4.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,6274.0,1.0,1.0,0.0,22.0,4.0,3.0,80.0,0.0,6.0,5.0,3.0,6.0,5.0,1.0,4.0
162,50.0,0.0,7.0,2.0,2.0,1.0,0.0,2.0,5.0,3.0,1.0,0.0,0.0,18740.0,5.0,0.0,1.0,12.0,3.0,4.0,80.0,1.0,29.0,2.0,2.0,27.0,3.0,13.0,8.0
163,35.0,0.0,23.0,4.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,2705.0,0.0,1.0,0.0,16.0,3.0,2.0,80.0,1.0,6.0,2.0,4.0,5.0,4.0,0.0,3.0
164,49.0,0.0,18.0,4.0,4.0,0.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,19502.0,1.0,0.0,1.0,17.0,3.0,3.0,80.0,1.0,31.0,5.0,3.0,31.0,9.0,0.0,9.0
165,31.0,0.0,6.0,4.0,1.0,0.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,5460.0,4.0,1.0,0.0,22.0,4.0,4.0,80.0,2.0,13.0,4.0,4.0,7.0,7.0,5.0,7.0
166,40.0,0.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3377.0,4.0,1.0,0.0,17.0,3.0,4.0,80.0,1.0,7.0,5.0,2.0,4.0,3.0,0.0,2.0
167,24.0,0.0,18.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,2774.0,0.0,1.0,0.0,12.0,3.0,3.0,80.0,1.0,6.0,2.0,3.0,5.0,3.0,1.0,2.0
168,32.0,0.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2439.0,1.0,1.0,0.0,14.0,3.0,4.0,80.0,0.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0
169,33.0,0.0,8.0,4.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,6392.0,2.0,1.0,0.0,13.0,3.0,4.0,80.0,1.0,8.0,6.0,1.0,2.0,2.0,2.0,2.0
170,60.0,0.0,7.0,4.0,2.0,0.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,5220.0,0.0,0.0,1.0,18.0,3.0,2.0,80.0,1.0,12.0,3.0,3.0,11.0,7.0,1.0,9.0
171,37.0,0.0,25.0,5.0,2.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,4449.0,3.0,0.0,1.0,15.0,3.0,1.0,80.0,2.0,15.0,2.0,3.0,13.0,11.0,10.0,7.0
172,42.0,0.0,2.0,4.0,3.0,1.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,4089.0,1.0,1.0,0.0,13.0,3.0,2.0,80.0,2.0,10.0,4.0,3.0,10.0,2.0,2.0,2.0
173,27.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,3468.0,9.0,1.0,0.0,12.0,3.0,4.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0
174,38.0,0.0,16.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,4198.0,2.0,1.0,0.0,12.0,3.0,2.0,80.0,0.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0
175,59.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,2177.0,3.0,1.0,0.0,17.0,3.0,1.0,80.0,1.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0
176,40.0,0.0,7.0,4.0,2.0,0.0,1.0,3.0,5.0,2.0,0.0,0.0,1.0,19833.0,1.0,1.0,0.0,14.0,3.0,2.0,80.0,0.0,21.0,3.0,2.0,21.0,8.0,12.0,8.0
177,50.0,0.0,1.0,3.0,4.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,6347.0,0.0,1.0,0.0,12.0,3.0,1.0,80.0,1.0,19.0,3.0,3.0,18.0,7.0,0.0,13.0
178,35.0,0.0,18.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,4601.0,1.0,1.0,0.0,16.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,2.0,1.0,0.0
179,29.0,0.0,27.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,4335.0,4.0,1.0,0.0,12.0,3.0,1.0,80.0,1.0,11.0,3.0,2.0,8.0,7.0,1.0,1.0
180,32.0,0.0,5.0,4.0,2.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,3312.0,3.0,1.0,0.0,17.0,3.0,4.0,80.0,2.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0
181,60.0,0.0,16.0,4.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,5405.0,8.0,1.0,0.0,14.0,3.0,4.0,80.0,0.0,10.0,1.0,3.0,2.0,2.0,2.0,2.0
182,56.0,0.0,11.0,5.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,5380.0,4.0,1.0,0.0,16.0,3.0,3.0,80.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
183,45.0,0.0,7.0,3.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,5210.0,1.0,1.0,0.0,18.0,3.0,1.0,80.0,1.0,24.0,2.0,3.0,24.0,9.0,9.0,11.0
184,41.0,0.0,5.0,5.0,2.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,2127.0,2.0,0.0,1.0,12.0,3.0,1.0,80.0,0.0,7.0,5.0,2.0,4.0,2.0,0.0,3.0
185,29.0,0.0,28.0,4.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3785.0,1.0,1.0,0.0,14.0,3.0,2.0,80.0,0.0,5.0,3.0,1.0,5.0,4.0,0.0,4.0
186,34.0,0.0,19.0,3.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,2929.0,1.0,1.0,0.0,12.0,3.0,2.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,8.0,7.0
187,46.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,10453.0,1.0,1.0,0.0,25.0,4.0,3.0,80.0,3.0,24.0,2.0,3.0,24.0,13.0,15.0,7.0
188,40.0,0.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,2345.0,2.0,1.0,0.0,14.0,3.0,3.0,80.0,1.0,8.0,3.0,4.0,3.0,1.0,1.0,2.0
189,33.0,0.0,7.0,3.0,4.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,4373.0,0.0,1.0,0.0,14.0,3.0,1.0,80.0,2.0,5.0,2.0,3.0,4.0,3.0,0.0,3.0
190,23.0,0.0,26.0,1.0,3.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,2904.0,1.0,1.0,0.0,12.0,3.0,3.0,80.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0
191,33.0,0.0,21.0,3.0,2.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,2028.0,1.0,1.0,0.0,18.0,3.0,4.0,80.0,3.0,14.0,6.0,3.0,14.0,11.0,2.0,13.0
192,34.0,0.0,1.0,3.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,5343.0,0.0,1.0,0.0,20.0,4.0,3.0,80.0,0.0,14.0,3.0,3.0,13.0,9.0,4.0,9.0
193,40.0,0.0,9.0,4.0,4.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,3617.0,8.0,0.0,1.0,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0
194,36.0,0.0,17.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,5507.0,2.0,1.0,0.0,16.0,3.0,3.0,80.0,2.0,12.0,1.0,1.0,4.0,2.0,1.0,3.0
195,25.0,0.0,7.0,1.0,4.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,2889.0,1.0,1.0,0.0,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
196,36.0,0.0,7.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,2013.0,2.0,1.0,0.0,11.0,3.0,3.0,80.0,0.0,15.0,4.0,3.0,4.0,3.0,1.0,3.0
197,38.0,0.0,14.0,3.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,9924.0,0.0,1.0,0.0,11.0,3.0,4.0,80.0,1.0,10.0,3.0,3.0,9.0,8.0,7.0,7.0
198,37.0,0.0,19.0,3.0,3.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,5768.0,3.0,1.0,0.0,17.0,3.0,1.0,80.0,3.0,9.0,2.0,2.0,4.0,3.0,0.0,2.0
199,42.0,0.0,9.0,2.0,1.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,3673.0,1.0,1.0,0.0,13.0,3.0,3.0,80.0,0.0,12.0,3.0,3.0,12.0,9.0,5.0,8.0
200,37.0,0.0,10.0,1.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2782.0,0.0,0.0,1.0,13.0,3.0,2.0,80.0,2.0,6.0,3.0,2.0,5.0,3.0,4.0,3.0
201,32.0,0.0,5.0,4.0,4.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,9679.0,8.0,1.0,0.0,24.0,4.0,2.0,80.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0
202,23.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,1223.0,1.0,1.0,0.0,22.0,4.0,4.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0
203,31.0,0.0,5.0,4.0,3.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,4821.0,0.0,0.0,1.0,12.0,3.0,3.0,80.0,1.0,6.0,4.0,3.0,5.0,2.0,0.0,3.0
204,42.0,0.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2593.0,0.0,0.0,1.0,11.0,3.0,3.0,80.0,1.0,10.0,4.0,3.0,9.0,6.0,7.0,8.0
205,40.0,0.0,8.0,2.0,4.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,4069.0,3.0,0.0,1.0,18.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0
206,44.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,2011.0,1.0,1.0,0.0,13.0,3.0,4.0,80.0,1.0,10.0,5.0,3.0,10.0,5.0,7.0,7.0
207,49.0,0.0,2.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,5390.0,2.0,1.0,0.0,14.0,3.0,4.0,80.0,0.0,17.0,3.0,2.0,9.0,6.0,0.0,8.0
208,29.0,0.0,20.0,2.0,4.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,6931.0,2.0,1.0,0.0,14.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,3.0,2.0,0.0,2.0
209,35.0,0.0,22.0,3.0,2.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,11996.0,7.0,1.0,0.0,18.0,3.0,2.0,80.0,1.0,10.0,6.0,2.0,7.0,7.0,6.0,2.0
210,26.0,0.0,23.0,3.0,1.0,1.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,2886.0,1.0,1.0,0.0,22.0,4.0,2.0,80.0,2.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0
211,29.0,0.0,1.0,3.0,4.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,1.0,6294.0,8.0,0.0,1.0,12.0,3.0,4.0,80.0,0.0,10.0,5.0,4.0,3.0,2.0,0.0,2.0
212,30.0,0.0,17.0,4.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,11916.0,1.0,0.0,1.0,23.0,4.0,4.0,80.0,2.0,9.0,2.0,3.0,9.0,1.0,0.0,8.0
213,31.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,6410.0,3.0,1.0,0.0,12.0,3.0,4.0,80.0,0.0,9.0,1.0,3.0,2.0,2.0,1.0,0.0
214,33.0,0.0,3.0,2.0,4.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,2277.0,3.0,0.0,1.0,11.0,3.0,3.0,80.0,1.0,7.0,4.0,4.0,4.0,3.0,0.0,3.0
215,42.0,0.0,23.0,5.0,1.0,1.0,0.0,3.0,4.0,4.0,0.0,0.0,1.0,15992.0,2.0,1.0,0.0,14.0,3.0,2.0,80.0,0.0,16.0,2.0,3.0,1.0,0.0,0.0,0.0
216,35.0,0.0,18.0,2.0,3.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,9362.0,2.0,1.0,0.0,11.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,2.0,2.0,2.0,2.0
217,50.0,0.0,20.0,5.0,2.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,11245.0,2.0,0.0,1.0,15.0,3.0,3.0,80.0,1.0,32.0,3.0,3.0,30.0,8.0,12.0,13.0
218,35.0,0.0,23.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,4014.0,3.0,0.0,1.0,15.0,3.0,3.0,80.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0
219,38.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,5405.0,2.0,0.0,1.0,20.0,4.0,1.0,80.0,2.0,20.0,4.0,2.0,4.0,2.0,0.0,3.0
220,37.0,0.0,16.0,4.0,4.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,6334.0,4.0,1.0,0.0,19.0,3.0,4.0,80.0,2.0,9.0,2.0,3.0,1.0,0.0,0.0,0.0
