order_id,user_life_cycle_type,user_id,Count,actually_paid,user_mod_100
cqx0c0ub8z210208194156548,非问诊成长期,"135,613,584",1,70,84
pzfil23wdk210209134352629,专家问诊成熟期,"135,594,738",1,150,38
ufltkiqucm210220153256296,专家问诊成熟期,"135,582,949",1,150,49
khn4av4qvq210208230128548,非问诊成长期,"135,535,105",1,10,5
xoceqtj2lk210207113059724,专家问诊成熟期,"135,505,269",1,150,69
zipuz7ajae210211091044123,专家问诊成熟期,"135,492,578",1,50,78
m09skwefmd210202235021004,,"135,478,715",1,40,15
lgir69idp9210205163314737,,"135,470,165",1,20,65
wwcxdq4ltj210220173027385,专家问诊成熟期,"135,459,645",1,39,45
5eazj8hk3g210215111111188,引入期,"135,445,832",1,300,32
hnfd260yk2210210003710361,引入期,"135,445,832",1,300,32
oocc7he2xv210217154946967,引入期,"135,445,832",1,300,32
fyb24oqbn9210209192753001,专家问诊成熟期,"135,400,009",1,49,9
cauddxyeyy210213215815043,引入期,"135,398,144",1,60,44
r2s36yxh6r210216083854291,非问诊成长期,"135,382,360",1,100,60
7j3efnf381210206161724564,专家问诊成长期,"135,338,225",1,50,25
hrmfj0ycsm210202221628020,,"135,305,503",1,35,3
b0q9dvxofj210205200011392,,"135,276,274",1,20,74
f65c1tmrc2210220182554900,专家问诊成熟期,"135,276,274",1,20,74
94w5c6rb7w210206101140935,专家问诊成长期,"135,255,598",1,50,98
ehha773wta210201193114184,,"135,255,598",1,50,98
r8d6n35cgp210206142705823,专家问诊成长期,"135,176,960",1,10,60
z65q709pxt210206143936360,专家问诊成长期,"135,176,960",1,100,60
vdeqgqtzt4210216135859392,非问诊成长期,"135,150,314",1,30,14
iw0k5ffaau210130000025827,,"135,144,606",1,200,6
eu3jkvv4ok210218151714345,引入期,"135,079,983",1,80,83
pg7509gzks210216025237378,专家问诊成熟期,"135,002,298",1,0,98
9np4o89b2x210215151145502,专家问诊成长期,"134,994,024",1,120,24
nlgvc7wffl210218192400275,专家问诊成长期,"134,965,352",1,300,52
ky4hgxfl4z210204074742957,,"134,947,384",1,20,84
yts6exkbcu210204080154025,,"134,947,384",1,20,84
4akbiosqj6210216133532224,引入期,"134,875,764",1,100,64
8rm5vd5obh210208101850159,非问诊成长期,"134,867,923",1,150,23
3wn03dzxhq210202175304082,,"134,845,399",1,20,99
437eeoly0y210206100118462,非问诊成长期,"134,844,846",1,300,46
cfpn7c764w210214190547988,专家问诊成熟期,"134,809,656",1,99,56
z5w0ms522c210213093329758,专家问诊成熟期,"134,735,089",1,100,89
j3pr052qta210217105035518,专家问诊成熟期,"134,715,185",1,20,85
etl8kh4l29210131114751183,,"134,581,605",1,200,5
9xc3cainw7210210152144711,专家问诊成长期,"134,533,201",1,5,1
nuhuc9fjii210131141504359,,"134,507,945",1,60,45
7mel26wxcx210219092953067,专家问诊成熟期,"134,475,931",1,800,31
vp7e08rqk4210207224618159,引入期,"134,472,205",1,300,5
04ardmdyum210217135210892,非问诊成长期,"134,461,200",1,60,0
drv69syzq9210217114939324,非问诊成长期,"134,461,200",1,300,0
pg116hz82u210204161229093,,"134,456,496",1,150,96
6ac6d2lwnw210215132010196,引入期,"134,454,875",1,20,75
enzqi884n7210201095410693,,"134,439,169",1,100,69
0pj6e73yy4210207134433891,专家问诊成长期,"134,425,814",1,100,14
i3v4l3xb1n210209102125720,专家问诊成熟期,"134,417,383",1,100,83
9hcv8vsfsc210208101532920,引入期,"134,384,394",1,59,94
r26eiceib9210215134110777,引入期,"134,240,851",1,80,51
sgwr223q1q210215174501726,引入期,"134,240,851",1,120,51
zrxa8ijgkz210219101941489,专家问诊成熟期,"134,106,462",1,150,62
rti3lsxt9n210130073834618,,"134,031,715",1,30,15
1nn8pfu6nj210222113058935,专家问诊成熟期,"133,937,945",1,50,45
yg1xbdg7eq210218201830730,专家问诊成长期,"133,873,616",1,30,16
gt3t6dlqtb210202222119162,,"133,846,178",1,50,78
vurs5qc059210219200622154,引入期,"133,690,386",1,200,86
j0qsuwkdz5210214112704944,非问诊成长期,"133,665,926",1,10,26
9js2ncw4by210129105710627,,"133,600,280",1,160,80
3penmg5uvx210209191909230,专家问诊成熟期,"133,597,132",1,30,32
57uw7op44a210210181438998,专家问诊成熟期,"133,597,132",1,15,32
j1diorl5zz210210184821317,专家问诊成熟期,"133,597,132",1,20,32
t2vehh15xw210217145704991,问诊成长期,"133,584,251",1,50,51
hy0ia2bvhn210212104005033,专家问诊成熟期,"133,569,734",1,200,34
n0gl8qxrrd210210090407188,专家问诊成长期,"133,562,810",1,30,10
919pvjw93q210207115051440,专家问诊成熟期,"133,490,204",1,80,4
2oab2eaxp5210204161031592,,"133,436,899",1,289,99
zy0hq66io7210201184456763,,"133,414,596",1,80,96
apgqxb3330210204093306767,,"133,313,468",1,100,68
2a78lfuj3p210217162602983,引入期,"133,272,643",1,150,43
d3m3hda139210221184439913,专家问诊成熟期,"133,233,420",1,300,20
yaiqnn6xkz210206093514443,专家问诊成长期,"133,205,598",1,20,98
ntmmq0yd20210222090447376,专家问诊成长期,"133,203,939",1,80,39
91p59un6wa210219072012882,专家问诊成熟期,"133,052,820",1,150,20
ax5m8sp18f210210092643900,问诊成长期,"133,041,927",1,80,27
vro6wh28n7210203183252435,,"133,018,333",1,200,33
8e51scvb38210203125907208,,"132,948,267",1,399,67
2zv2rnpctg210201122035688,,"132,757,703",1,80,3
cz5eyq7jl0210208131155175,专家问诊成熟期,"132,757,703",1,80,3
77hsablyb4210210152535988,专家问诊成长期,"132,744,270",1,218,70
76nx1wam5t210220094356164,引入期,"132,703,610",1,30,10
di5j6yfngy210218155142164,专家问诊成熟期,"132,663,332",1,30,32
4ldoamh4d6210205084630740,,"132,540,575",1,120,75
z2th305d18210217182713048,专家问诊成熟期,"132,489,973",1,30,73
0kj5zg1myw210216103651939,引入期,"132,470,062",1,50,62
rqile779tb210220234217118,引入期,"132,456,538",1,25,38
9thltxh2bi210208113327136,专家问诊成熟期,"132,455,971",1,30,71
k5ykp7rsbk210222152925171,专家问诊成长期,"132,433,548",1,200,48
wwz6ktai6y210219082042858,引入期,"132,319,872",1,30,72
0zfn1esz3o210203205048986,,"132,293,998",1,300,98
16hprblqco210205210140461,,"132,205,918",1,30,18
pt440e6ugf210201214141766,,"132,159,013",1,5,13
7gkoh1njhk210205102605887,,"132,107,069",1,60,69
dgz2m0qfoy210205140426771,,"132,103,083",1,99,83
d6nvcx2cxh210205172402693,,"132,073,387",1,10,87
fgg2q6xpkw210205174556596,,"132,073,387",1,20,87
u3lidlje3k210208122811445,专家问诊成熟期,"132,015,176",1,150,76
chz64enk3q210220162754540,专家问诊成熟期,"131,923,441",1,258,41
6cdomftk44210210104901817,专家问诊成熟期,"131,919,672",1,160,72
39f0g44od4210218085704540,专家问诊成熟期,"131,906,049",1,100,49
3waq592r0b210210102500053,专家问诊成熟期,"131,855,333",1,100,33
d8zmgr3ns6210204122924060,,"131,802,522",1,200,22
ytx8ijxdxp210216214434635,问诊成长期,"131,673,065",1,28,65
8a9ros658l210219101405589,非问诊成长期,"131,652,575",1,40,75
th6wfnw0lo210215143544387,专家问诊成熟期,"131,634,543",1,40,43
mbwkiknwm7210215090749343,非问诊成长期,"131,618,898",1,399,98
oaar0o46tz210213122516119,问诊成长期,"131,579,554",1,150,54
qea5g2d4xo210214075026926,专家问诊流失期,"131,575,993",1,25,93
in2lq40l2a210218103303897,专家问诊成熟期,"131,563,447",1,50,47
c0goq4vsek210201155221040,,"131,278,132",1,100,32
l4yitvs5of210202165652225,,"131,253,156",1,150,56
ylod7ps9pp210215144336153,专家问诊成熟期,"131,209,947",1,10,47
8badorifm5210219161026889,引入期,"131,161,773",1,"1,000",73
r8ampvnp3n210210134230429,非问诊成长期,"131,142,802",1,500,2
1qjctpg77z210129095045460,,"131,078,931",1,10,31
z8fnzma4g2210129205626308,,"131,078,931",1,25,31
bzyvqio8t2210206105649752,专家问诊成长期,"131,038,061",1,30,61
43f97c0yse210217141429781,专家问诊成熟期,"131,024,401",1,88,1
lgl8up3ph5210219183630659,专家问诊成长期,"130,952,504",1,30,4
183hzbbbqi210209180611103,引入期,"130,936,873",1,60,73
2em5z5qc88210213131731158,引入期,"130,936,873",1,60,73
5etbikmo4g210218125952154,专家问诊成长期,"130,855,370",1,220,70
b8y0a00bsu210202173724000,,"130,799,420",1,30,20
d45b63wc3j210205092834664,,"130,789,524",1,280,24
dnvsctwjdq210211012308206,专家问诊成长期,"130,621,400",1,30,0
vx502hed41210215092952126,专家问诊成熟期,"130,610,921",1,150,21
hskww0dwac210214144753402,引入期,"130,512,210",1,99,10
l2m4ipllb1210214183652783,专家问诊成熟期,"130,508,126",1,50,26
zknscwie7p210217144953194,专家问诊流失期,"130,505,854",1,60,54
8nbkf6qeyd210131103940571,,"130,344,553",1,120,53
jokb2elbtu210201185738366,,"130,340,845",1,0,45
m9vn2ipkat210201165106883,,"130,274,831",1,200,31
tq9outg4ux210218093800932,非问诊成长期,"130,227,040",1,100,40
q01kt7y2tj210129131820530,,"130,187,545",1,200,45
0gfj1115uk210129112148336,,"130,134,503",1,0,3
46400mfzsv210204092548073,,"130,100,387",1,80,87
bw023ajbov210205213918319,,"129,985,280",1,50,80
lqf403mv0x210222140529803,非问诊成长期,"129,941,467",1,360,67
d09rgoyzzq210218025042629,问诊成长期,"129,939,602",1,0,2
t08liqg35c210219204653715,非问诊成长期,"129,923,883",1,158,83
8zs27zyux1210130162108489,,"129,902,471",1,60,71
7kl5ow87ep210221025352417,专家问诊成长期,"129,813,603",1,35,3
dzs5zvxx90210221110237581,专家问诊成长期,"129,813,603",1,78,3
wb3t6ghgqh210208170936377,专家问诊成长期,"129,813,603",1,100,3
c5rhj3qyqy210204153525379,,"129,786,071",1,200,71
9lgn69e70g210203104654772,,"129,680,116",1,150,16
rsx5n8mgdz210221221910970,专家问诊成熟期,"129,679,189",1,100,89
zg91sliob6210206082736810,,"129,676,429",1,99,29
e0kvleoxme210204181847238,,"129,602,785",1,200,85
qat3i0vnbt210203191404215,,"129,557,478",1,100,78
owbhpb8efz210222132610239,非问诊成长期,"129,548,976",1,200,76
q5v8upiq5h210204113947270,,"129,446,365",1,50,65
9upsyxdhe6210209085710787,专家问诊成长期,"129,369,356",1,200,56
cjxlammegr210204071133007,,"129,359,348",1,20,48
epu6ofnt2t210203212739095,,"129,340,065",1,49,65
4n5b4hj38o210129232435200,,"129,324,952",1,200,52
l629lit2gt210214083127556,专家问诊成熟期,"129,258,635",1,88,35
uyxzd5fnta210215000130902,专家问诊成熟期,"129,147,227",1,50,27
4r6s821icl210208235610950,专家问诊成熟期,"129,122,379",1,10,79
ul740xjtbt210129205814745,,"129,078,599",1,30,99
n4zo0g5s3z210219222357382,引入期,"129,035,118",1,10,18
9fv17xp6iw210205101941289,,"129,002,763",1,300,63
i1e9vt7yn2210208214001593,非问诊成长期,"128,964,514",1,80,14
tdomn5anx7210221145738389,专家问诊成长期,"128,824,418",1,20,18
2z6guk3ddh210220170534374,非问诊成长期,"128,792,869",1,80,69
u8gykmbynm210201181837648,,"128,761,062",1,50,62
jixfkeehwo210208161620649,专家问诊成熟期,"128,655,981",1,100,81
eah1cnt903210219123042947,专家问诊成熟期,"128,511,112",1,20,12
exenjpxpbc210222082333638,非问诊成长期,"128,466,523",1,100,23
79um8vedkc210216100454682,专家问诊成熟期,"128,461,991",1,50,91
udk33rregj210213151806130,专家问诊成熟期,"128,456,426",1,30,26
42opqsu9eu210203122459826,,"128,351,225",1,200,25
3ubgpalhdx210222092157768,专家问诊成长期,"128,327,078",1,50,78
iid327hq61210211125431519,专家问诊流失期,"128,325,498",1,30,98
vliwoc3h79210130131521584,,"128,232,514",1,200,14
ixvxqopaxm210202172535882,,"128,161,370",1,60,70
mlypkbl2ff210202174440400,,"128,161,370",1,159,70
upre3oq42l210202143507906,,"128,143,081",1,120,81
7dv9rbayt4210220132359663,专家问诊成熟期,"128,132,456",1,25,56
1e2hsl7hep210219132753267,专家问诊成熟期,"128,089,420",1,80,20
g7mwgks2q2210218170653148,专家问诊流失期,"127,959,407",1,30,7
9j4ap6dp8w210219085738916,专家问诊成熟期,"127,879,858",1,29,58
o0bfucj303210201095401226,,"127,879,858",1,20,58
9emslyn4yl210209131359603,专家问诊成熟期,"127,843,651",1,100,51
6yj2ecy8of210218170414902,专家问诊成熟期,"127,837,040",1,59,40
2vgjaenxwl210217194434221,专家问诊成熟期,"127,794,154",1,70,54
mq561g9i2h210217231436110,专家问诊成长期,"127,718,012",1,30,12
lqpxvqboo5210201150832178,,"127,523,055",1,400,55
v3xey3hx8q210131122335156,,"127,523,055",1,400,55
8kkpx5h5i2210204111612436,,"127,464,314",1,59,14
kkiqzv16t1210210155012186,专家问诊成长期,"127,349,309",1,20,9
9o8sa393it210208125116007,专家问诊流失期,"127,326,720",1,80,20
ky3huf89fj210131130807728,,"127,293,593",1,30,93
wmney8qwfy210222093054210,专家问诊成熟期,"127,287,696",1,150,96
56jjji8cma210201130105070,,"127,174,104",1,100,4
51ev8nwxb2210216205147224,非问诊成长期,"127,075,747",1,20,47
9nhcdk7gon210222150339603,引入期,"127,067,114",1,30,14
cn65xud0yr210214212424105,专家问诊成熟期,"127,016,241",1,100,41
925i47k2r6210203140430518,,"127,015,671",1,80,71
bdlun3ulaj210131144746389,,"126,920,131",1,50,31
ln9njjictz210205133019377,,"126,835,856",1,50,56
0jflk67769210222194938204,问诊成长期,"126,832,142",1,80,42
8ib484z9l7210222122011219,非问诊成长期,"126,784,571",1,250,71
elj2x8ii6i210218215854876,非问诊成长期,"126,784,571",1,1,71
q1q0h3d78k210212123744369,非问诊成长期,"126,784,571",1,20,71
sprzt5rq4y210222120542854,非问诊成长期,"126,784,571",1,0,71
jeemqnwnr9210202163614830,,"126,767,436",1,20,36
6pysca8ylo210217135408079,引入期,"126,765,258",1,58,58
4hsjqt8xkl210131140321579,,"126,731,889",1,300,89
fyyoopb14b210208171801886,非问诊成长期,"126,673,943",1,100,43
zc5sdsc4yo210218200622354,非问诊成长期,"126,649,499",1,200,99
0yuzf01vim210210142734148,非问诊成长期,"126,629,153",1,200,53
bo9buqbwm5210212124539409,引入期,"126,574,854",1,398,54
cox7hpj7bz210213154516551,引入期,"126,574,854",1,60,54
9e32e759dz210201142737074,,"126,473,650",1,248,50
t4jvo6d5ag210220225406107,非问诊成长期,"126,465,617",1,39,17
khgv7f77nw210215231026147,问诊成长期,"126,458,175",1,25,75
1x13665oce210203151430033,,"126,349,125",1,40,25
oinerdkpvs210215123333451,专家问诊成熟期,"126,327,150",1,120,50
vetmk4jx5d210215153619600,专家问诊成熟期,"126,327,150",1,180,50
ao25k0m2u8210212212750199,引入期,"126,170,667",1,300,67
nq0ha85kz3210213072529099,引入期,"126,170,667",1,399,67
80fc2jmyj0210213183402652,专家问诊成熟期,"126,156,665",1,35,65
6elpoqw6ga210213163201267,引入期,"126,148,024",1,20,24
l9hh1uamtp210204085825975,,"125,961,874",1,258,74
x0vrrsb3vh210208120619402,专家问诊成熟期,"125,956,571",1,50,71
3vphajhr9w210208213655247,专家问诊成长期,"125,941,341",1,50,41
il8t7x5qbb210130200352226,,"125,933,657",1,1,57
e9px9l3dl2210211211445042,专家问诊成熟期,"125,861,431",1,20,31
s1xzakg263210212112158386,专家问诊成熟期,"125,861,431",1,10,31
ns3wj73irv210221021406945,专家问诊成熟期,"125,764,005",1,59,5
nq0mg4vcik210219212645943,专家问诊成熟期,"125,758,961",1,0,61
orxd8jt2i4210204082759303,,"125,673,475",1,60,75
w6xtrxkxly210208084720963,专家问诊成长期,"125,623,966",1,49,66
bloqeizv0e210207104022830,专家问诊成长期,"125,596,227",1,60,27
7wfmmw1rpr210203190618816,,"125,577,187",1,47,87
37iiffqwzk210202142324479,,"125,489,661",1,0,61
s766gy881d210204142435049,,"125,304,378",1,80,78
cl3jkq4bgu210220150507863,专家问诊成熟期,"125,294,914",1,100,14
4mu6c9owjq210205140654746,,"125,277,331",1,5,31
lkkgy04kch210205213846659,,"125,253,974",1,20,74
ra1ouikl4n210218122326813,引入期,"125,206,130",1,200,30
sum9jzpbto210202130804854,,"125,204,947",1,100,47
oykbesqvbe210221210105053,非问诊成长期,"125,197,870",1,30,70
9vfpclchih210202093831946,,"125,180,834",1,59,34
1jguhql2s4210214093922142,专家问诊成熟期,"125,104,652",1,298,52
xgia6o3dag210222083827282,专家问诊成熟期,"125,104,652",1,150,52
y9zyxccyxm210222070052489,专家问诊成熟期,"125,104,652",1,100,52
ffifsv4nt2210201131911867,,"125,098,887",1,69,87
cg1nctbiq2210220094409090,专家问诊成长期,"124,991,035",1,35,35
u1f9ka2q7z210211203029226,专家问诊成熟期,"124,959,426",1,30,26
lico99osi3210218094648734,专家问诊成熟期,"124,800,722",1,200,22
9n091s0s4n210210175522968,专家问诊成长期,"124,786,068",1,600,68
ltc2l3ogt6210221223033682,非问诊成长期,"124,688,229",1,60,29
8mxeh311wy210222210536483,引入期,"124,684,875",1,30,75
kixzgfuiin210207111204637,专家问诊成长期,"124,578,626",1,220,26
70yhkg96e0210203195054236,,"124,540,101",1,100,1
r04fjvxcaa210221073457316,专家问诊成长期,"124,485,299",1,20,99
xy4a6oi18p210206132838025,专家问诊流失期,"124,441,696",1,60,96
94w1vss0m4210216213344761,引入期,"124,433,585",1,30,85
s162ue35lw210208185003882,专家问诊流失期,"124,293,544",1,30,44
whbhy19hxk210216212837827,专家问诊成长期,"124,147,659",1,20,59
59r60a9b4c210214103754668,专家问诊成长期,"124,140,463",1,39,63
udz3zs64z0210215164116124,问诊成长期,"124,122,937",1,125,37
ro79bcivww210222173507395,专家问诊成熟期,"124,097,742",1,80,42
g3ypir9pum210201135716942,,"124,032,706",1,400,6
xfwajkd145210218130249288,非问诊成长期,"124,028,648",1,5,48
1kr2zogcb7210222151930272,专家问诊成熟期,"123,998,641",1,40,41
n4xqhbjdwn210206111357877,专家问诊成熟期,"123,594,361",1,49,61
2fq9xg16ca210214131641783,专家问诊成长期,"123,471,564",1,50,64
5qn1x4otpd210207152353825,问诊成长期,"123,464,322",1,100,22
xrhkuamd6z210208182238606,专家问诊流失期,"123,462,774",1,0,74
1sm6mtg527210208214238659,问诊成长期,"123,435,229",1,0,29
donlsf1ryr210129110730641,,"123,333,788",1,1,88
3nsrkyym2j210221180929194,专家问诊成熟期,"123,004,251",1,30,51
7eyucjsw6s210201073904833,,"123,004,251",1,800,51
avuxeorufj210205212858258,,"122,913,286",1,10,86
3tggejbpdp210208221947923,专家问诊成长期,"122,882,222",1,20,22
n88lmrklgc210203121005993,,"122,882,222",1,30,22
wp47i7ywiz210203180706688,,"122,793,315",1,50,15
sv0dzo1bev210222091059771,专家问诊流失期,"122,791,308",1,50,8
cv3aoug8ro210131194253590,,"122,755,589",1,100,89
7q51mk0ok5210209153831277,专家问诊成长期,"122,692,990",1,90,90
cityp05g1g210221110051779,专家问诊成长期,"122,692,990",1,5,90
c9cffo9l9s210131102516875,,"122,452,429",1,30,29
25lsww50py210216115358513,专家问诊成熟期,"122,434,828",1,45,28
4ag64xn7xo210131131313878,,"122,375,113",1,380,13
szklqrlvjg210131144052707,,"122,375,113",1,300,13
6g33wowlz7210209140851565,专家问诊成熟期,"122,356,815",1,108,15
fbp6clk1h7210210103813021,专家问诊成熟期,"122,356,815",1,30,15
2lrk8ikxtm210130212244696,,"122,338,500",1,60,0
70hkve8azp210221212933267,专家问诊成熟期,"122,328,929",1,20,29
8arpyaj534210221205550654,专家问诊成熟期,"122,328,929",1,20,29
2fw2mcbeg4210203172330397,,"122,325,119",1,39,19
r6m709luz3210203171833783,,"122,325,119",1,40,19
a5ls3box4m210220190139536,专家问诊成熟期,"122,292,054",1,60,54
0nm1z7n9nk210218105109948,专家问诊成熟期,"121,640,738",1,30,38
lwe8xs6jpu210129194157245,,"121,640,738",1,500,38
mgcnynxbva210213091039964,专家问诊流失期,"121,565,243",1,20,43
jscslps0zi210202094629522,,"121,525,874",1,20,74
zu8mjhla3q210222123118492,问诊成长期,"121,469,189",1,0,89
nrauf323gl210215131137445,专家问诊成长期,"121,329,711",1,30,11
7pol3tsbn1210207191101980,专家问诊成熟期,"121,325,083",1,0,83
pcv3v41jw8210204221537891,,"121,266,306",1,30,6
hd2cy57w8d210203123413145,,"121,031,805",1,200,5
ieekqfvgke210218174114313,专家问诊成熟期,"120,988,309",1,80,9
tr8bx5uffo210206161931124,专家问诊成熟期,"120,988,309",1,49,9
chq6jutsit210207160703955,专家问诊成熟期,"120,987,243",1,19,43
ejhv6wag1o210222085507736,专家问诊成熟期,"120,810,267",1,800,67
koag909jhs210220234446202,专家问诊流失期,"120,787,277",1,320,77
oxf113vm8j210208135052780,引入期,"120,650,144",1,50,44
fdeaws8vt5210201090741957,,"120,558,981",1,100,81
ynj9g4b05o210203090724928,,"120,550,031",1,10,31
083rlpyoxi210208210524570,专家问诊成熟期,"120,436,841",1,150,41
6ocwof0x3p210211163358745,问诊成长期,"120,431,635",1,20,35
3ze5v6ixbl210204155140211,,"120,266,544",1,150,44
3poztsgd1h210216113332042,引入期,"120,174,683",1,200,83
bsbb91j554210217121258503,引入期,"120,174,683",1,200,83
9hev4s4vsf210130180056133,,"119,957,182",1,200,82
jbmxxhvj5g210206171919027,专家问诊成熟期,"119,864,581",1,109,81
0r4eqbscq0210203111023205,,"119,533,943",1,50,43
yvn1g8jrhh210129004320068,,"119,235,671",1,1,71
1yixlsdok0210215101500589,专家问诊成熟期,"119,048,520",1,200,20
njaffejs4w210221160753865,专家问诊流失期,"118,823,204",1,10,4
12lcxnsi7z210222193724207,引入期,"118,473,700",1,20,0
ccxcox6rm8210131195319179,,"118,414,210",1,38,10
gg3kg4rjxn210131200002012,,"118,414,210",1,20,10
xtnv16hnk6210201111823363,,"118,414,210",1,30,10
sjxcrvs201210201112631406,,"118,301,964",1,30,64
130xqcnhri210203135316999,,"118,203,494",1,20,94
y3n5ctnd7d210204160959232,,"118,073,899",1,50,99
1wigc5873i210220210820257,专家问诊成熟期,"117,409,039",1,30,39
rydqabv5fe210222222214364,专家问诊成熟期,"117,409,039",1,20,39
x42aul84jr210204082301278,,"117,218,753",1,199,53
xuovcukk9v210221181119672,专家问诊成长期,"116,888,629",1,288,29
4py5wcoqfi210206091328026,专家问诊成熟期,"116,812,731",1,216,31
4zk7xgkfh8210220124525132,专家问诊成长期,"116,777,337",1,50,37
wy23hzcjli210221192943966,引入期,"116,726,853",1,30,53
bmg6hk1jno210221211851921,引入期,"116,509,362",1,60,62
9iks15szun210213114957146,引入期,"116,287,787",1,88,87
yqw5effokf210216181502669,非问诊成长期,"116,143,974",1,100,74
ng439q93xk210210210238556,专家问诊流失期,"116,053,584",1,35,84
nwcjt3kjwi210202091336091,,"115,906,660",1,30,60
49f7sqzzen210219143312063,引入期,"115,793,365",1,50,65
0vzai7bbtw210203160343945,,"115,724,197",1,50,97
3z9p1z6eb2210210111038209,专家问诊成熟期,"115,519,611",1,200,11
5j9624yh97210221205527489,非问诊成长期,"115,448,301",1,28,1
zev6z9hx4h210207115555194,专家问诊成长期,"115,353,142",1,30,42
d0ay6r5kt8210130232619979,,"115,348,004",1,50,4
yhpk514lco210129200336840,,"115,342,921",1,300,21
cwwvz3rdsd210216102002107,引入期,"115,286,117",1,50,17
o0xzmjlqk2210202094806719,,"115,240,126",1,420,26
climqgbkks210203105052446,,"115,184,308",1,30,8
woqe5pk304210130100504396,,"115,178,611",1,280,11
52dt15646h210218111445405,非问诊成长期,"115,170,860",1,100,60
h9oasdur3k210220170200726,专家问诊流失期,"115,104,985",1,200,85
rrodyuamw3210203222215306,,"115,101,988",1,10,88
pltyq8i9fj210130170244268,,"115,097,963",1,200,63
xi531ow5lc210130111832184,,"115,097,963",1,200,63
hakxwt0cdz210201124800010,,"114,985,411",1,50,11
h0hgbcmtoc210201141322208,,"114,935,329",1,50,29
g2ya44k9od210204152514340,,"114,829,632",1,98,32
ii8p4x2zho210213145547864,专家问诊成熟期,"114,785,439",1,30,39
1cpybpvhp2210219195241553,专家问诊成熟期,"114,742,361",1,60,61
b64sd0skp9210202090613470,,"114,634,819",1,80,19
hk4o7hjrm0210205134222951,,"114,415,522",1,38,22
if6j6364xh210130202035761,,"114,415,522",1,50,22
bsp1x6c3al210211081104035,专家问诊成熟期,"114,345,399",1,200,99
tbl8dj5byo210203153700837,,"114,274,503",1,40,3
npa75fys35210130121516980,,"114,236,383",1,158,83
wc0bibixj2210202135703329,,"113,847,844",1,100,44
coghy0gk84210217000828432,专家问诊成长期,"113,830,600",1,50,0
kitj2aylgh210220192724666,专家问诊成熟期,"113,820,954",1,40,54
t1qtnvtn2z210220192518709,专家问诊成熟期,"113,820,954",1,10,54
aitz6bi9mi210218095745763,专家问诊成熟期,"113,667,639",1,80,39
vzjct1vabi210208120834814,专家问诊成熟期,"113,667,639",1,80,39
hojcii0jjh210209124241976,专家问诊成长期,"113,590,087",1,200,87
rbshlpg2nb210216134647762,非问诊成长期,"113,459,414",1,200,14
sl4wmxbkno210205091308827,,"113,369,047",1,300,47
ertl9yw1il210219011049911,专家问诊成熟期,"113,269,644",1,99,44
bgx10za4ci210202203807248,,"113,134,999",1,20,99
i1em6mjnm0210219124728329,非问诊成长期,"113,101,288",1,100,88
u5vndhdnle210207181929992,专家问诊流失期,"112,729,766",1,15,66
kde0mn275b210213095610039,问诊成长期,"112,672,031",1,30,31
minyqxkq2j210216124221025,问诊成长期,"112,672,031",1,50,31
q571hvs9jv210205101555824,,"112,604,798",1,90,98
ji9eqchq6r210207104149286,专家问诊成熟期,"112,568,588",1,49,88
n8if15fdc9210202141136255,,"112,568,588",1,49,88
nooo46krp6210208165104960,专家问诊成熟期,"112,508,387",1,199,87
aeuiul3vb7210129181943784,,"112,218,638",1,30,38
5pij6ox5y9210203103703287,,"112,216,783",1,288,83
hlb2b37wc0210202174051214,,"112,153,625",1,90,25
viv6eo3tmv210202174358763,,"112,153,625",1,79,25
qisc1kw6xr210208191012527,专家问诊成熟期,"112,122,629",1,39,29
a13qkzichv210217153010836,非问诊成长期,"112,012,312",1,100,12
35olmxij5q210208214926189,专家问诊成长期,"111,943,537",1,10,37
ucjyp46e3u210214025634430,专家问诊成熟期,"111,629,389",1,150,89
62n18ltzoq210202110101662,,"111,330,559",1,800,59
bzzt1ovcww210206101116678,专家问诊成熟期,"111,298,371",1,30,71
tdecjypzf0210209102817911,引入期,"111,257,839",1,150,39
6q83rbsrrh210222192456531,问诊成长期,"111,222,629",1,30,29
ds286l72hq210221125931450,引入期,"111,036,826",1,50,26
ggwgsy4ep4210221130309538,引入期,"111,036,826",1,35,26
9vegm6x1g6210130104108607,,"110,951,189",1,200,89
j5jrzlcg4h210201130503831,,"110,857,082",1,200,82
x2jl599jl3210205124739005,,"110,568,291",1,30,91
w9g4oyycqs210220102319592,专家问诊成熟期,"110,533,958",1,68,58
ureyc6kru2210129214600822,,"110,371,498",1,60,98
z9eze52wv9210217114754892,非问诊成长期,"110,220,191",1,0,91
45m8rnqwz0210222233923310,专家问诊成熟期,"110,209,023",1,20,23
j4drubz39z210215102556570,专家问诊成长期,"110,190,484",1,200,84
p3ibx9lokg210219195733632,引入期,"110,156,447",1,100,47
wf1cz2yivk210218153720628,专家问诊成熟期,"110,107,699",1,30,99
17ikwfekwv210209111941182,专家问诊成熟期,"110,029,683",1,30,83
le4uisbo0o210217133346700,专家问诊成熟期,"109,972,286",1,360,86
d265x4kjje210215162314852,专家问诊成熟期,"109,860,558",1,20,58
oqpkf7b9yr210218151833888,非问诊成长期,"109,788,260",1,60,60
t481lvv7a8210210001513550,非问诊成长期,"109,484,095",1,30,95
1uxvyzp5wv210203010839971,,"109,254,732",1,50,32
w8ohwwoza0210204222334046,,"108,962,437",1,200,37
